,name,price,rating,review,url
406,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"5,999",4.5,594,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTYyMzgyMTMyNDA0Mjk4OjE2ODUyNjU3OTA6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265790%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
407,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",4.6,53,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTYyMzgyMTMyNDA0Mjk4OjE2ODUyNjU3OTA6c3BfbXRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265790%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
408,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),248,4.0,"19,062",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-13
409,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",599,3.8,"2,045",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-14
410,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,099",4.3,"5,609",https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-15
411,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,189,3.7,"6,466",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-16
412,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,698,4.1,"1,282",https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-17
413,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,515",https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-18
414,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,3.9,"15,947",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-19
415,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",649,4.4,"3,063",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685265790&sprefix=ba%2Caps%2C283&sr=8-20
416,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,"4,990",4.4,80,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTYyMzgyMTMyNDA0Mjk4OjE2ODUyNjU3OTA6c3BfYnRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265790%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
417,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1,443,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTYyMzgyMTMyNDA0Mjk4OjE2ODUyNjU3OTA6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265790%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
418,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3,168,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfYXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
419,Red Lemon Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging,"1,999",4.4,73,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfYXRmOjIwMTE2ODgyMTgxMDk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
420,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),598,4.3,"10,970",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-3
421,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,"54,253",https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-4
422,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,749,3.9,"2,779",https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-5
423,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",699,4.0,"4,054",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-6
424,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,812,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-7
425,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,"4,570",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-8
426,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",699,4.0,"4,054",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-9
427,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,899,4.3,"5,938",https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-10
428,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,3.9,"15,947",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfbXRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
429,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"5,999",4.5,594,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
430,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),248,4.0,"19,062",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-13
431,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",599,3.8,"2,045",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-14
432,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,099",4.3,"5,609",https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-15
433,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,189,3.7,"6,466",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-16
434,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,698,4.1,"1,282",https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-17
435,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,515",https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-18
436,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,3.9,"15,947",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-19
437,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",649,4.4,"3,063",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685265791&sprefix=ba%2Caps%2C283&sr=8-20
438,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Camo),"1,899",4.4,146,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfYnRmOjIwMTE2ODc5MTczODk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VQFVC%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
439,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,999",4.6,53,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODc0ODUyOTczMjE2NjAxOjE2ODUyNjU3OTE6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265791%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
440,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3,168,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODA2NTE3NjY1NjY3MDk2OjE2ODUyNjU3OTM6c3BfYXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685265793%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
